330;128,58;0,0015601;0,012984;1525,74;2666,25;1140,51;3,5516;5,4425
335;137,07;0,0015963;0,011852;1559,34;2645,6;1086,26;3,6048;5,391
340;146;0,0016373;0,010784;1594,45;2622,07;1027,62;3,6599;5,3359
345;155,4;0,0016845;0,00977;1631,44;2595,01;963,57;3,7175;5,2763
350;165,29;0,0017401;0,008801;1670,86;2563,59;892,73;3,7783;5,2109
355;175,7;0,0018076;0,007866;1713,71;2526,46;812,75;3,8438;5,1377
360;186,66;0,001895;0,006946;1761,5;2481,03;719,54;3,9164;5,0528
365;198,22;0,002016;0,006006;1817,61;2422,12;604,51;4,0011;4,9484
370;210,43;0,002222;0,004947;1892,66;2333,6;440,94;4,1142;4,7998
373,95;220,64;0,003106;0,003106;2087,55;2087,55;0;4,412;4,412
